Antiques	Linens &amp; Textiles (Pre-1930)	Fabric	Silk		765
Antiques	Linens &amp; Textiles (Pre-1930)	Fabric	Velvet		19
Antiques	Linens &amp; Textiles (Pre-1930)	Fabric	Wool		20
Antiques	Linens &amp; Textiles (Pre-1930)	Fabric	Other		602
Antiques	Linens &amp; Textiles (Pre-1930)	Feed &amp; Flour Sacks			364
Antiques	Linens &amp; Textiles (Pre-1930)	Handkerchiefs			190
Antiques	Linens &amp; Textiles (Pre-1930)	Kitchen &amp; Table Linens	Napkins		170
Antiques	Linens &amp; Textiles (Pre-1930)	Kitchen &amp; Table Linens	Placemats		51
Antiques	Linens &amp; Textiles (Pre-1930)	Kitchen &amp; Table Linens	Runners		119
Antiques	Linens &amp; Textiles (Pre-1930)	Kitchen &amp; Table Linens	Tablecloths		568
Antiques	Linens &amp; Textiles (Pre-1930)	Kitchen &amp; Table Linens	Towels		277
Antiques	Linens &amp; Textiles (Pre-1930)	Kitchen &amp; Table Linens	Other		334
Antiques	Linens &amp; Textiles (Pre-1930)	Lace, Crochet &amp; Doilies	Collars &amp; Cuffs		146
Antiques	Linens &amp; Textiles (Pre-1930)	Lace, Crochet &amp; Doilies	Doilies		369
Antiques	Linens &amp; Textiles (Pre-1930)	Lace, Crochet &amp; Doilies	Runners		113
Antiques	Linens &amp; Textiles (Pre-1930)	Lace, Crochet &amp; Doilies	Tablecloths		208
Antiques	Linens &amp; Textiles (Pre-1930)	Lace, Crochet &amp; Doilies	Trim &amp; Edging		1149
Antiques	Linens &amp; Textiles (Pre-1930)	Lace, Crochet &amp; Doilies	Other		488
Antiques	Linens &amp; Textiles (Pre-1930)	Pillows			184
Antiques	Linens &amp; Textiles (Pre-1930)	Quilts	Completed Quilts		1266
Antiques	Linens &amp; Textiles (Pre-1930)	Quilts	Quilt Blocks		179
Antiques	Linens &amp; Textiles (Pre-1930)	Quilts	Quilt Tops		168
Antiques	Linens &amp; Textiles (Pre-1930)	Samplers			308
Antiques	Linens &amp; Textiles (Pre-1930)	Tapestries			588
Antiques	Linens &amp; Textiles (Pre-1930)	Other			749
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	AK, HI		39
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	AL, FL, GA, MS, NC, SC		334
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	AR, IA, KS, LA, MO, NE		588
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	AZ, CA, CO, NM, NV, UT		286
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	CT, MA, ME, NH, RI, VT		493
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	DC, DE, MD, NJ, NY, PA		564
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	ID, OR, WA		92
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	IL, IN, MI, OH, WI		572
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	MN, MT, ND, SD, WY		218
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	OK, TX		113
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	VA, WV, KY, TN		283
Antiques	Maps, Atlases &amp; Globes	United States (Pre-1900)	Entire US		244
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	AK, HI		21
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	AL, FL, GA, MS, NC, SC		75
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	AR, IA, KS, LA, MO, NE		106
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	AZ, CA, CO, NM, NV, UT		110
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	CT, MA, ME, NH, RI, VT		109
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	DC, DE, MD, NJ, NY, PA		240
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	ID, OR, WA		54
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	IL, IN, MI, OH, WI		178
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	MN, MT, ND, SD, WY		88
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	OK, TX		36
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	VA, WV, KY, TN		42
Antiques	Maps, Atlases &amp; Globes	United States (1900-Now)	Entire US		35
Antiques	Maps, Atlases &amp; Globes	United States (Date Unknown)			27
Antiques	Maps, Atlases &amp; Globes	Africa	Pre-1900		296
Antiques	Maps, Atlases &amp; Globes	Africa	1900-Now		38
Antiques	Maps, Atlases &amp; Globes	Asia	Pre-1900		420
Antiques	Maps, Atlases &amp; Globes	Asia	1900-Now		72
Antiques	Maps, Atlases &amp; Globes	Australasia/ Oceania	Pre-1900		266
Antiques	Maps, Atlases &amp; Globes	Australasia/ Oceania	1900-Now		41
Antiques	Maps, Atlases &amp; Globes	Canada	Pre-1900		187
Antiques	Maps, Atlases &amp; Globes	Canada	1900-Now		97
Antiques	Maps, Atlases &amp; Globes	Central America/ Caribbean	Pre-1900		113
Antiques	Maps, Atlases &amp; Globes	Central America/ Caribbean	1900-Now		54
Antiques	Maps, Atlases &amp; Globes	Europe	Pre-1900		2200
Antiques	Maps, Atlases &amp; Globes	Europe	1900-Now		294
Antiques	Maps, Atlases &amp; Globes	Europe	Unknown		2
Antiques	Maps, Atlases &amp; Globes	India	Pre-1900		109
Antiques	Maps, Atlases &amp; Globes	India	1900-Now		8
Antiques	Maps, Atlases &amp; Globes	Ireland	Pre-1900		76
Antiques	Maps, Atlases &amp; Globes	Ireland	1900-Now		49
Antiques	Maps, Atlases &amp; Globes	Mexico	Pre-1900		38
Antiques	Maps, Atlases &amp; Globes	Mexico	1900-Now		11
Antiques	Maps, Atlases &amp; Globes	Middle East	Pre-1900		222
Antiques	Maps, Atlases &amp; Globes	Middle East	1900-Now		30
Antiques	Maps, Atlases &amp; Globes	North America	Pre-1900		167
Antiques	Maps, Atlases &amp; Globes	North America	1900-Now		40
Antiques	Maps, Atlases &amp; Globes	North America	Unknown		2
Antiques	Maps, Atlases &amp; Globes	South America	Pre-1900		265
Antiques	Maps, Atlases &amp; Globes	South America	1900-Now		44
Antiques	Maps, Atlases &amp; Globes	United Kingdom	England	Pre-1900	456
Antiques	Maps, Atlases &amp; Globes	United Kingdom	England	1900-Now	32
Antiques	Maps, Atlases &amp; Globes	United Kingdom	Scotland	Pre-1900	31
Antiques	Maps, Atlases &amp; Globes	United Kingdom	Scotland	1900-Now	13
Antiques	Maps, Atlases &amp; Globes	United Kingdom	Wales	Pre-1900	17
Antiques	Maps, Atlases &amp; Globes	United Kingdom	Wales	1900-Now	1
Antiques	Maps, Atlases &amp; Globes	United Kingdom	Other		30
Antiques	Maps, Atlases &amp; Globes	Maps on CD			1255
Antiques	Maps, Atlases &amp; Globes	World Maps	Pre-1900		1394
Antiques	Maps, Atlases &amp; Globes	World Maps	1900-Now		194
Antiques	Maps, Atlases &amp; Globes	World Maps	Unknown		2
Antiques	Maps, Atlases &amp; Globes	Globes	Pre-1900		40
Antiques	Maps, Atlases &amp; Globes	Globes	1900-Now		256
